product_id,title,price,image_url,url
237,Red Draped Detail Mini Dress,₹749,https://assets.newme.asia/wp-content/uploads/2025/05/171834445a6b7ead/NM-IN-56-DRS-24-DEC-13851-DARKBROWN(1)_c.webp,https://newme.asia/product/red-draped-detail-mini-dress
238,Sleeveless Bodycon Tie Detail Dress,₹499,https://assets.newme.asia/wp-content/uploads/2025/06/150959530d1677a4/NM-IN-56-DRS-25-MAY-16701-DARKGREY(1).webp,https://newme.asia/product/sleeveless-bodycon-tie-detail-dress
239,Red Belted Tube Mini Dress,₹1489,https://assets.newme.asia/wp-content/uploads/2026/03/201110237a7a0031/NM-PRC-391-DRS-26-MAR-31783-RED(1).webp,https://newme.asia/product/red-belted-tube-mini-dress
240,Blue Striped Crop Shirt,₹409,https://assets.newme.asia/wp-content/uploads/2025/07/22171913a13ab80c/NM-IN-56-SHT-25-FEB-12802-BLUE(1).webp,https://newme.asia/product/blue-striped-crop-shirt
241,Grey Mid Rise Wrap Formal Pants,₹1449,https://assets.newme.asia/wp-content/uploads/2025/11/12053224c56f25b5/NM-PRC-346-TRS-25-NOV-26513-DARKGREY(1).webp,https://newme.asia/product/grey-mid-rise-wrap-formal-pants
242,Light Blue Striped Wrap Mini Dress,₹1399,https://assets.newme.asia/wp-content/uploads/2026/05/190717064e597d73/NM-PRC-425-DRS-26-APR-32962-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-striped-wrap-mini-dress
243,Black Striped Collared Mini Dress,₹1499,https://assets.newme.asia/wp-content/uploads/2026/03/11095722a1031a5a/NM-PRC-425-DRS-26-FEB-31158-BLACK(1).webp,https://newme.asia/product/black-striped-collared-mini-dress
244,Black Fitted Lapel Collar Top,₹1189,https://assets.newme.asia/wp-content/uploads/2025/12/310944064713672e/NM-PRC-178-BLS-25-DEC-29545-BLACK(1).webp,https://newme.asia/product/black-fitted-lapel-collar-top
245,Off White Lapel Collar Blazer,₹1199,https://assets.newme.asia/wp-content/uploads/2026/01/14130605b6aa3eb2/NM-IN-56-BLZ-25-AUG-23472-OFFWHITE_(1).webp,https://newme.asia/product/off-white-lapel-collar-blazer
246,Black Striped Tube Neck Co-Ord Set,₹1179,https://assets.newme.asia/wp-content/uploads/2026/04/09141049f84ef270/NM-PRC-159-CRD-26-APR-32847-BLACK(1).webp,https://newme.asia/product/black-striped-tube-neck-co-ord-set
247,Brown High Rise Wide-Leg Pants,₹1399,https://assets.newme.asia/wp-content/uploads/2025/12/3109491043f93635/NM-PRC-313-TRS-25-DEC-29433-BROWN(1).webp,https://newme.asia/product/brown-high-rise-wide-leg-pants-2
248,Light Grey High Rise Pleated Skirt,₹1299,https://assets.newme.asia/wp-content/uploads/2026/03/1715264619f2d5a5/NM-PRC-427-SKT-26-MAR-31647-LIGHTGREY(1).webp,https://newme.asia/product/light-grey-high-rise-pleated-skirt
249,White V-Neck Solid Bodysuit,₹1299,https://assets.newme.asia/wp-content/uploads/2026/03/120858435eb329ef/NM-PRC-312-BLS-26-FEB-31033-WHITE(1).webp,https://newme.asia/product/white-v-neck-solid-bodysuit
250,Light Green V-Neck Check Co-Ord Set,₹2199,https://assets.newme.asia/wp-content/uploads/2025/12/241115185f0062c8/NM-PRC-374-CRD-25-DEC-29032-LIGHTGREEN(1).webp,https://newme.asia/product/light-green-v-neck-check-co-ord-set
251,Light Brown Square Neck Co-Ords Set,₹1069,https://assets.newme.asia/wp-content/uploads/2026/03/161041496133e728/NM-PRC-313-CRD-26-MAR-31533-LIGHTBROWN(1).webp,https://newme.asia/product/light-brown-square-neck-co-ords-set
252,Beige High Rise Pleated Pants,₹1299,https://assets.newme.asia/wp-content/uploads/2026/04/09124010e0585119/NM-PRC-9998-TRS-26-MAR-32335-BEIGE(1).webp,https://newme.asia/product/beige-high-rise-pleated-pants-4
253,Beige Mid Rise Wrap Skorts,₹1099,https://assets.newme.asia/wp-content/uploads/2026/03/301357228ae735d6/NM-PRC-443-SKO-26-MAR-32273-BEIGE(1).webp,https://newme.asia/product/beige-mid-rise-wrap-skorts
254,White Front Cut Top,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/221748178193987d/NM-IN-56-BLS-25-MAY-16685-OFFWHITE(1).webp,https://newme.asia/product/white-front-cut-top
255,Black Solid Bodycon Mini Dress,₹1199,https://assets.newme.asia/wp-content/uploads/2026/04/0914171040d407b0/NM-PRC-339-DRS-26-APR-32831-BLACK(1).webp,https://newme.asia/product/black-solid-bodycon-mini-dress-7
256,Dark Grey Plaid Pleated Skirt Co-Ord Set,₹1499,https://assets.newme.asia/wp-content/uploads/2025/11/0713423894a78523/NM-PRC-374-CRD-25-NOV-26049-DARKGREY(1).webp,https://newme.asia/product/dark-grey-plaid-pleated-skirt-co-ord-set
257,Cream Solid Mid Rise Trousers,₹1399,https://assets.newme.asia/wp-content/uploads/2026/04/0914055558439f76/NM-PRC-313-TRS-26-APR-32850-CREAM(1).webp,https://newme.asia/product/cream-solid-mid-rise-trousers
258,Wine V-Neck Solid Bodysuit,₹1399,https://assets.newme.asia/wp-content/uploads/2026/03/120858138e870617/NM-PRC-312-BLS-26-FEB-31033-WINE(1).webp,https://newme.asia/product/wine-v-neck-solid-bodysuit
259,Black One Shoulder Bodycon Midi Dress,₹1309,https://assets.newme.asia/wp-content/uploads/2025/10/221518101f38761e/NM-PRC-44-DRS-25-OCT-25644-BLACK(1).webp,https://newme.asia/product/black-one-shoulder-bodycon-midi-dress
260,Burgundy High Rise Pleated Pants,₹1399,https://assets.newme.asia/wp-content/uploads/2026/04/091357109ba412b1/NM-PRC-9998-TRS-26-MAR-32335-BURGUNDY(1).webp,https://newme.asia/product/burgundy-high-rise-pleated-pants
261,Dark Brown Embroidered Lapel Collar Blazer,₹1249,https://assets.newme.asia/wp-content/uploads/2026/03/11111908699ae27a/NM-PRC-340-BLZ-26-FEB-31208-DARKBROWN(1).webp,https://newme.asia/product/dark-brown-embroidered-lapel-collar-blazer
262,White High Rise Wide Leg Pants,₹1249,https://assets.newme.asia/wp-content/uploads/2026/04/091356312467d170/NM-PRC-9998-TRS-26-APR-32822-WHITE(1).webp,https://newme.asia/product/white-high-rise-wide-leg-pants
263,Brown High Rise Houndstooth Midi Skirt,₹1299,https://assets.newme.asia/wp-content/uploads/2026/04/09124346ff03bfa5/NM-PRC-443-SKT-26-MAR-32272-BROWN(1).webp,https://newme.asia/product/brown-high-rise-houndstooth-midi-skirt
264,Black Solid High Rise Wrap Pants,₹1299,https://assets.newme.asia/wp-content/uploads/2026/03/3110031692f35d06/NM-PRC-9998-TRS-26-MAR-32336-BLACK(1).webp,https://newme.asia/product/black-solid-high-rise-wrap-pants
265,Light Grey Bootcut Trouser,₹729,https://assets.newme.asia/wp-content/uploads/2025/12/22073000972aa5b7/NM-IN-56-TRS-25-MAY-16636-DARKGREY(1).webp,https://newme.asia/product/light-grey-bootcut-trouser
266,Black Highrise Aline Midi Skirt,₹1089,https://assets.newme.asia/wp-content/uploads/2025/07/30141353b1b8dacc/NM-PRC-313-SKT-25-JUL-23416-BLACK(1).webp,https://newme.asia/product/black-highrise-aline-midi-skirt
267,Gold Imitation Circular Layered Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/06/02192407cad35965/NM-PRC-217-NCK-25-FEB-2790-GOLD(1).webp,https://newme.asia/product/gold-imitation-circular-layered-necklace
268,Imitation Silver Rhinestone Choker Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/1711225852a57001/NM-PRC-220-NCK-25-FEB-2609-SILVER(1).webp,https://newme.asia/product/silver-rhinestone-choker-necklace-2
269,Imitation Gold Sun Layered Necklace,₹249,https://assets.newme.asia/wp-content/uploads/2025/05/17111723e813dc7a/NM-PRC-217-NCK-25-FEB-2788-GOLD(1).webp,https://newme.asia/product/imitation-gold-sun-layered-necklace
270,Imitation Gold Star Layered Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/17113038dae16175/NM-PRC-217-NCK-25-FEB-2834-GOLD(1).webp,https://newme.asia/product/imitation-gold-star-layered-necklace
271,Gold Imitation Star Layered Necklace,₹249,https://assets.newme.asia/wp-content/uploads/2025/06/02201136888f9668/NM-PRC-217-NCK-25-MAR-2996-GOLD(1).webp,https://newme.asia/product/gold-imitation-star-layered-necklace-2
272,Silver Imitation Tulip Pendant Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/17113147be61ef52/NM-PRC-217-NCK-25-FEB-2852-SILVER(1).webp,https://newme.asia/product/silver-imitation-tulip-pendant-necklace
273,Imitation Gold Floral Statement Earrings,₹299,https://assets.newme.asia/wp-content/uploads/2025/06/0218154150e95ce9/NM-PRC-216-ERG-24-OCT-1159-GOLD(1).webp,https://newme.asia/product/gold-floral-statement-earrings-2
274,Imitation Golden Crystal Waist Chain,₹399,https://assets.newme.asia/wp-content/uploads/2025/07/29094404c67fd02a/NM-PRC-217-BCH-25-MAY-19220-GOLD(1).webp,https://newme.asia/product/imitation-golden-crystal-waist-chain
275,Gold Imitation Cross Pendant Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/06/022011303ce6ea14/NM-PRC-217-NCK-25-MAR-2997-GOLD(1).webp,https://newme.asia/product/gold-imitation-cross-pendant-necklace
276,Imitation Gold Crescent Shaped Layered Necklace,₹249,https://assets.newme.asia/wp-content/uploads/2025/05/180904505a852d6b/NM-PRC-217-NCK-25-MAR-2927-GOLD(1).webp,https://newme.asia/product/imitation-gold-crescent-shaped-layered-necklace
277,Imitation Gold Bow Pendant Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/180928032b6a2eec/NM-PRC-217-NCK-25-MAR-3046-GOLD(1).webp,https://newme.asia/product/imitation-gold-bow-pendant-necklace
278,Golden Flower Statement Jewellery Set,₹499,https://assets.newme.asia/wp-content/uploads/2025/11/201444099b21dcaa/NM-PRC-216-NCK-25-NOV-27208-GOLD(1).webp,https://newme.asia/product/golden-flower-statement-jewellery-set
279,Imitation Silver Circular Layered Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/17112952b56ea737/NM-PRC-217-NCK-25-FEB-2825-SILVER(1).webp,https://newme.asia/product/imitation-silver-circular-layered-necklace
280,Gold Imitation Tulip Pendant Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/05/171131532cd63a6d/NM-PRC-217-NCK-25-FEB-2853-GOLD(1).webp,https://newme.asia/product/gold-imitation-tulip-pendant-necklace
281,Golden Set Of 8 Earrings,₹249,https://assets.newme.asia/wp-content/uploads/2026/03/18135318ac028afb/NM-PRC-423-ERG-26-FEB-31405-GOLD(1).webp,https://newme.asia/product/golden-set-of-8-earrings
282,Golden Floral Ear-Cuff Earrings,₹299,https://assets.newme.asia/wp-content/uploads/2026/03/110952324a6bf8a7/NM-PRC-413-ERG-26-FEB-31259-GOLD(1).webp,https://newme.asia/product/golden-floral-ear-cuff-earrings
283,Silver Chic Hair Pin,₹249,https://assets.newme.asia/wp-content/uploads/2026/03/061041032d0dde1e/NM-PRC-424-HAC-26-MAR-31489-SILVER(1).webp,https://newme.asia/product/silver-chic-hair-pin
284,Imitation Golden Elegant Waist Chain,₹199,https://assets.newme.asia/wp-content/uploads/2025/08/20125043605dbaae/NM-PRC-220-BCH-25-JUN-19890-GOLD_(1).webp,https://newme.asia/product/imitation-golden-elegant-waist-chain
285,Imitation Sapphire Chic Pendant Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/07/2118154167713c59/NM-PRC-217-NCK-25-MAY-18773-GOLD_(1).webp,https://newme.asia/product/imitation-sapphire-chic-pendant-necklace
286,Imitation Gold Tennis And Bangle Bracelet Set,₹349,https://assets.newme.asia/wp-content/uploads/2024/11/13141908f694bc45/NM-PRC-217-BRC-24-NOV-1480-GOLD(1).webp,https://newme.asia/product/gold-tennis-and-bangle-bracelet-set
287,Silver Imitation Cuff Bracelet,₹199,https://assets.newme.asia/wp-content/uploads/2025/06/0219270095b55962/NM-PRC-217-BRC-25-FEB-2709-SILVER(1).webp,https://newme.asia/product/silver-imitation-cuff-bracelet-2
288,Golden Set Of 10 Statement Rings,₹299,https://assets.newme.asia/wp-content/uploads/2026/01/0104064610cc8b1e/NM-PRC-413-RNG-25-DEC-29531-GOLD(1).webp,https://newme.asia/product/golden-set-of-10-statement-rings
289,Gold Imitation Evil Eye Layered Necklace,₹149,https://assets.newme.asia/wp-content/uploads/2025/07/21173458c68db648/NM-PRC-217-NCK-25-FEB-2792-GOLD(1).webp,https://newme.asia/product/gold-imitation-evil-eye-layered-necklace
290,Imitation Gold Sun Pendant Necklace,₹149,https://assets.newme.asia/wp-content/uploads/2025/05/17113135cc00417b/NM-PRC-217-NCK-25-FEB-2848-GOLD(1).webp,https://newme.asia/product/gold-sun-pendant-necklace-2
291,Golden Pearl Dainty Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2026/03/26152340f33d3bc6/NM-PRC-423-NCK-26-MAR-32077-GOLD(1).webp,https://newme.asia/product/golden-pearl-dainty-necklace
292,Gold Imitation Beaded Layered Necklace,₹199,https://assets.newme.asia/wp-content/uploads/2025/06/02192411956f518a/NM-PRC-220-NCK-25-FEB-2608-GOLD(1).webp,https://newme.asia/product/gold-imitation-beaded-layered-necklace
293,Gold Imitation Moon Star Pendant Necklace,₹149,https://assets.newme.asia/wp-content/uploads/2025/05/171131599ec8e00b/NM-PRC-217-NCK-25-FEB-2855-GOLD(1).webp,https://newme.asia/product/gold-imitation-moon-star-pendant-necklace
294,Imitation Gold Chain Link Bracelet Set,₹399,https://assets.newme.asia/wp-content/uploads/2024/11/131413248b2f2f7f/NM-PRC-217-BRC-24-NOV-1465-GOLD(1).webp,https://newme.asia/product/gold-chain-link-bracelet-set
295,Golden Chic Hoop Earrings,₹149,https://assets.newme.asia/wp-content/uploads/2026/03/181353426904363c/NM-PRC-423-ERG-26-FEB-31409-GOLD(1).webp,https://newme.asia/product/golden-chic-hoop-earrings
296,Golden Set Of 6 Hoop Earrings,₹299,https://assets.newme.asia/wp-content/uploads/2026/03/17153657a35a4429/NM-PRC-423-ERG-26-FEB-31339-GOLD(1).webp,https://newme.asia/product/golden-set-of-6-hoop-earrings-2
