product_id,title,price,image_url,url,local_image_path,garment_code,occasion_scores,boldness_scores,color_scores,formality_scores
136,White Ethnic Print Mini Dress,₹869,https://assets.newme.asia/wp-content/uploads/2026/02/10113236cfb9860d/NM-IN-56-DRS-25-NOV-26321-WHITE(0).webp,https://newme.asia/product/white-ethnic-print-mini-dress,product_images/135.jpg,DRS,"{""casual everyday wear"": 0.0915, ""party outfit"": 0.2988, ""wedding guest outfit"": 0.3963, ""office wear"": 0.0061, ""date night outfit"": 0.1524, ""beach vacation outfit"": 0.0549}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2328, ""semi formal outfit"": 0.4914, ""casual informal outfit"": 0.2759}"
137,Navy Blue Floral High Rise Trousers,₹619,https://assets.newme.asia/wp-content/uploads/2025/08/2813103383ea75a8/NM-PRC-146-TRS-25-AUG-21442-NAVYBLUE_(1).webp,https://newme.asia/product/navy-blue-floral-high-rise-trousers,product_images/136.jpg,TRS,"{""casual everyday wear"": 0.2077, ""party outfit"": 0.0846, ""wedding guest outfit"": 0.0077, ""office wear"": 0.4077, ""date night outfit"": 0.1923, ""beach vacation outfit"": 0.1}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
138,Blue Floral Wrap Mini Skorts,₹679,https://assets.newme.asia/wp-content/uploads/2026/03/2714174004397467/NM-PRC-442-SKO-26-MAR-32114-BLUE(1).webp,https://newme.asia/product/blue-floral-wrap-mini-skorts,product_images/137.jpg,SKO,"{""casual everyday wear"": 0.4245, ""party outfit"": 0.1226, ""wedding guest outfit"": 0.0094, ""office wear"": 0.0094, ""date night outfit"": 0.0849, ""beach vacation outfit"": 0.3491}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0203, ""semi formal outfit"": 0.198, ""casual informal outfit"": 0.7817}"
139,Green Ethnic Print Tie-Up Detail Top,₹499,https://assets.newme.asia/wp-content/uploads/2025/09/09124322a79a0010/NM-IN-56-BLS-25-AUG-21261-GREEN_(1).webp,https://newme.asia/product/green-ethnic-print-tie-up-detail-top,product_images/138.jpg,BLS,"{""casual everyday wear"": 0.1897, ""party outfit"": 0.2701, ""wedding guest outfit"": 0.2931, ""office wear"": 0.1092, ""date night outfit"": 0.1322, ""beach vacation outfit"": 0.0057}","{""subtle and understated outfit"": 0.0455, ""bold and loud statement outfit"": 0.9545}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
140,Green Ethnic Print Buttoned Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/03/12140413ddb3b3ba/NM-PRC-417-SHT-26-JAN-30056-GREEN(1).webp,https://newme.asia/product/green-ethnic-print-buttoned-shirt,product_images/139.jpg,SHT,"{""casual everyday wear"": 0.148, ""party outfit"": 0.1888, ""wedding guest outfit"": 0.2092, ""office wear"": 0.3622, ""date night outfit"": 0.0867, ""beach vacation outfit"": 0.0051}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2119, ""semi formal outfit"": 0.5762, ""casual informal outfit"": 0.2119}"
141,Black Embroidered Ethnic A-Line Dress,₹1219,https://assets.newme.asia/wp-content/uploads/2026/03/28134513fbe34d5f/NM-PRC-159-DRS-26-MAR-32194-BLACK(1).webp,https://newme.asia/product/black-embroidered-ethnic-a-line-dress,product_images/140.jpg,DRS,"{""casual everyday wear"": 0.0721, ""party outfit"": 0.2356, ""wedding guest outfit"": 0.524, ""office wear"": 0.0048, ""date night outfit"": 0.1202, ""beach vacation outfit"": 0.0433}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.4583, ""dark moody colors"": 0.4583, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.2328, ""semi formal outfit"": 0.4914, ""casual informal outfit"": 0.2759}"
142,Teal Sequin Embellished Halter Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/12/3008535114eb86ce/NM-IN-56-BLS-25-DEC-22169-TEAL(1).webp,https://newme.asia/product/teal-sequin-embellished-halter-top,product_images/141.jpg,BLS,"{""casual everyday wear"": 0.1051, ""party outfit"": 0.4236, ""wedding guest outfit"": 0.1752, ""office wear"": 0.0605, ""date night outfit"": 0.2325, ""beach vacation outfit"": 0.0032}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1193, ""semi formal outfit"": 0.5933, ""casual informal outfit"": 0.2875}"
143,Off White Ethnic Print Mini Dress,₹979,https://assets.newme.asia/wp-content/uploads/2026/03/27143432dd8a9494/NM-PRC-442-DRS-26-MAR-32118-OFFWHITE(1).webp,https://newme.asia/product/off-white-ethnic-print-mini-dress,product_images/142.jpg,DRS,"{""casual everyday wear"": 0.0915, ""party outfit"": 0.2988, ""wedding guest outfit"": 0.3963, ""office wear"": 0.0061, ""date night outfit"": 0.1524, ""beach vacation outfit"": 0.0549}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.875}","{""very formal outfit"": 0.2328, ""semi formal outfit"": 0.4914, ""casual informal outfit"": 0.2759}"
144,Off White Floral High Rise Pants,₹1099,https://assets.newme.asia/wp-content/uploads/2025/06/2021264367930be8/8b48abe0.webp,https://newme.asia/product/off-white-floral-high-rise-pants,product_images/143.jpg,,"{""casual everyday wear"": 0.2426, ""party outfit"": 0.1544, ""wedding guest outfit"": 0.0956, ""office wear"": 0.1397, ""date night outfit"": 0.2132, ""beach vacation outfit"": 0.1544}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.875}","{""very formal outfit"": 0.1884, ""semi formal outfit"": 0.4058, ""casual informal outfit"": 0.4058}"
145,Light Blue Schiffli Co-Ord Set,₹1349,https://assets.newme.asia/wp-content/uploads/2026/04/01100354c72ea922/NM-IN-54-CRD-26-FEB-31472-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-schiffli-co-ord-set,product_images/144.jpg,CRD,"{""casual everyday wear"": 0.2177, ""party outfit"": 0.1532, ""wedding guest outfit"": 0.0081, ""office wear"": 0.0081, ""date night outfit"": 0.121, ""beach vacation outfit"": 0.4919}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.0208, ""semi formal outfit"": 0.4896, ""casual informal outfit"": 0.4896}"
146,Black Ethnic Print Halter Tie-Up Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/10/08081457635a1d1d/NM-IN-56-BLS-25-OCT-21747-BLACK_(1).webp,https://newme.asia/product/red-ethnic-print-halter-tie-up-top-2,product_images/145.jpg,BLS,"{""casual everyday wear"": 0.15, ""party outfit"": 0.3318, ""wedding guest outfit"": 0.2318, ""office wear"": 0.0864, ""date night outfit"": 0.1955, ""beach vacation outfit"": 0.0045}","{""subtle and understated outfit"": 0.0455, ""bold and loud statement outfit"": 0.9545}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
147,Blue Ethnic Print V-Neck Top,₹459,https://assets.newme.asia/wp-content/uploads/2025/09/29063242f14a4569/NM-IN-56-BLS-25-AUG-21241-BLUE__(1).webp,https://newme.asia/product/blue-ethnic-print-v-neck-top,product_images/146.jpg,BLS,"{""casual everyday wear"": 0.1897, ""party outfit"": 0.2701, ""wedding guest outfit"": 0.2931, ""office wear"": 0.1092, ""date night outfit"": 0.1322, ""beach vacation outfit"": 0.0057}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
148,Sage Embroidered Tie Up Maxi Dress,₹1349,https://assets.newme.asia/wp-content/uploads/2025/12/18140403100cb5a7/NM-PRC-391-DRS-25-DEC-28658-SAGE(1).webp,https://newme.asia/product/sage-embroidered-tie-up-maxi-dress,product_images/147.jpg,DRS,"{""casual everyday wear"": 0.075, ""party outfit"": 0.145, ""wedding guest outfit"": 0.465, ""office wear"": 0.005, ""date night outfit"": 0.185, ""beach vacation outfit"": 0.125}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2328, ""semi formal outfit"": 0.4914, ""casual informal outfit"": 0.2759}"
149,Dark Blue Ethnic Print Square Neck Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/10/080814142f4460a6/NM-IN-56-BLS-25-OCT-21742-DARKBLUE_(1).webp,https://newme.asia/product/dark-blue-ethnic-print-square-neck-top,product_images/148.jpg,BLS,"{""casual everyday wear"": 0.1897, ""party outfit"": 0.2701, ""wedding guest outfit"": 0.2931, ""office wear"": 0.1092, ""date night outfit"": 0.1322, ""beach vacation outfit"": 0.0057}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
150,Black Sequinned Shirt,₹899,https://assets.newme.asia/wp-content/uploads/2025/07/232004433375b575/NM-IN-56-SHT-24-NOV-10884-BLACK_(1).webp,https://newme.asia/product/black-sequinned-shirt,product_images/149.jpg,SHT,"{""casual everyday wear"": 0.148, ""party outfit"": 0.3929, ""wedding guest outfit"": 0.0051, ""office wear"": 0.2092, ""date night outfit"": 0.2398, ""beach vacation outfit"": 0.0051}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2192, ""semi formal outfit"": 0.5616, ""casual informal outfit"": 0.2192}"
151,Blue Striped Crop Shirt,₹409,https://assets.newme.asia/wp-content/uploads/2025/07/22171913a13ab80c/NM-IN-56-SHT-25-FEB-12802-BLUE(1).webp,https://newme.asia/product/blue-striped-crop-shirt,product_images/150.jpg,SHT,"{""casual everyday wear"": 0.3358, ""party outfit"": 0.2164, ""wedding guest outfit"": 0.0075, ""office wear"": 0.306, ""date night outfit"": 0.1269, ""beach vacation outfit"": 0.0075}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
152,Black Floral Buttoned Shirt,₹769,https://assets.newme.asia/wp-content/uploads/2026/03/181413133de41952/NM-PRC-437-SHT-26-MAR-31675-BLACK(1).webp,https://newme.asia/product/black-floral-buttoned-shirt,product_images/151.jpg,SHT,"{""casual everyday wear"": 0.1859, ""party outfit"": 0.109, ""wedding guest outfit"": 0.0064, ""office wear"": 0.4551, ""date night outfit"": 0.1603, ""beach vacation outfit"": 0.0833}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2119, ""semi formal outfit"": 0.5762, ""casual informal outfit"": 0.2119}"
153,Blue Striped Button Down Shirt,₹1189,https://assets.newme.asia/wp-content/uploads/2025/09/0513553841733467/NM-PRC-144-SHT-25-SEP-24560-BLUE(1).webp,https://newme.asia/product/blue-striped-button-down-shirt-4,product_images/152.jpg,SHT,"{""casual everyday wear"": 0.2132, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.5221, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
154,Green Ethnic Print Buttoned Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/03/12140413ddb3b3ba/NM-PRC-417-SHT-26-JAN-30056-GREEN(1).webp,https://newme.asia/product/green-ethnic-print-buttoned-shirt,product_images/153.jpg,SHT,"{""casual everyday wear"": 0.148, ""party outfit"": 0.1888, ""wedding guest outfit"": 0.2092, ""office wear"": 0.3622, ""date night outfit"": 0.0867, ""beach vacation outfit"": 0.0051}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2119, ""semi formal outfit"": 0.5762, ""casual informal outfit"": 0.2119}"
155,Beige Striped Oversized Shirt,₹829,https://assets.newme.asia/wp-content/uploads/2025/11/26135442b88c40db/NM-PRC-391-SHT-25-NOV-27590-BEIGE(1).webp,https://newme.asia/product/beige-striped-oversized-shirt,product_images/154.jpg,SHT,"{""casual everyday wear"": 0.4338, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.3015, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2019, ""semi formal outfit"": 0.3596, ""casual informal outfit"": 0.4385}"
156,White Striped Button Down Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2025/08/071613524b022b33/NM-PRC-341-SHT-25-AUG-23552-WHITE(1).webp,https://newme.asia/product/white-striped-button-down-shirt,product_images/155.jpg,SHT,"{""casual everyday wear"": 0.2132, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.5221, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
157,Light Blue Striped Oversized Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2026/05/08095848f8ed6241/NM-IN-56-SHT-25-SEP-25067-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-striped-oversized-shirt-7,product_images/156.jpg,SHT,"{""casual everyday wear"": 0.4338, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.3015, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.2019, ""semi formal outfit"": 0.3596, ""casual informal outfit"": 0.4385}"
158,White Striped Ruched Shirt,₹799,https://assets.newme.asia/wp-content/uploads/2026/03/181414120be2decf/NM-PRC-374-SHT-26-MAR-31686-WHITE(1).webp,https://newme.asia/product/white-striped-ruched-shirt,product_images/157.jpg,SHT,"{""casual everyday wear"": 0.2736, ""party outfit"": 0.1604, ""wedding guest outfit"": 0.0094, ""office wear"": 0.3868, ""date night outfit"": 0.1604, ""beach vacation outfit"": 0.0094}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
159,White Solid Buttoned Shirt,₹1069,https://assets.newme.asia/wp-content/uploads/2026/03/18141357f3b9fec6/NM-PRC-374-SHT-26-MAR-31685-WHITE(1).webp,https://newme.asia/product/white-solid-buttoned-shirt-7,product_images/158.jpg,SHT,"{""casual everyday wear"": 0.2132, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.5221, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1988, ""semi formal outfit"": 0.6025, ""casual informal outfit"": 0.1988}"
160,White Solid Spread Collar Oversized Shirt,₹639,https://assets.newme.asia/wp-content/uploads/2025/07/23194005322fdb1c/NM-IN-56-SHT-24-SEP-9219-WHITE(1).webp,https://newme.asia/product/white-solid-spread-collar-oversized-shirt,product_images/159.jpg,SHT,"{""casual everyday wear"": 0.4338, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.3015, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1899, ""semi formal outfit"": 0.3976, ""casual informal outfit"": 0.4125}"
161,Yellow Striped Regular Shirt,₹909,https://assets.newme.asia/wp-content/uploads/2025/08/250927390f2ef18f/NM-IN-56-SHT-25-MAY-16463-YELLOW(1).webp,https://newme.asia/product/yellow-striped-regular-shirt-2,product_images/160.jpg,SHT,"{""casual everyday wear"": 0.2736, ""party outfit"": 0.1604, ""wedding guest outfit"": 0.0094, ""office wear"": 0.3868, ""date night outfit"": 0.1604, ""beach vacation outfit"": 0.0094}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
162,White Solid Button Down Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2025/10/30154059688188f7/NM-PRC-391-SHT-25-OCT-25811-WHITE(1).webp,https://newme.asia/product/white-solid-button-down-shirt-4,product_images/161.jpg,SHT,"{""casual everyday wear"": 0.2132, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.5221, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2443, ""semi formal outfit"": 0.5115, ""casual informal outfit"": 0.2443}"
163,Red Plaid Oversized Button Down Shirt,₹1439,https://assets.newme.asia/wp-content/uploads/2025/09/2911364948f3f771/NM-PRC-376-SHT-25-SEP-25069-RED(1).webp,https://newme.asia/product/red-plaid-oversized-button-down-shirt,product_images/162.jpg,SHT,"{""casual everyday wear"": 0.3554, ""party outfit"": 0.1024, ""wedding guest outfit"": 0.006, ""office wear"": 0.4277, ""date night outfit"": 0.1024, ""beach vacation outfit"": 0.006}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2019, ""semi formal outfit"": 0.3596, ""casual informal outfit"": 0.4385}"
164,Light Brown Plaid Oversized Button Down Shirt,₹1669,https://assets.newme.asia/wp-content/uploads/2025/09/2911364429ebfb5f/NM-PRC-376-SHT-25-SEP-25069-LIGHTBROWN(1).webp,https://newme.asia/product/light-brown-plaid-oversized-button-down-shirt,product_images/163.jpg,SHT,"{""casual everyday wear"": 0.3554, ""party outfit"": 0.1024, ""wedding guest outfit"": 0.006, ""office wear"": 0.4277, ""date night outfit"": 0.1024, ""beach vacation outfit"": 0.006}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.0294, ""dark moody colors"": 0.3235, ""neutral minimal colors"": 0.0294}","{""very formal outfit"": 0.2019, ""semi formal outfit"": 0.3596, ""casual informal outfit"": 0.4385}"
165,Beige Cinched Waist Plaid Shirt,₹819,https://assets.newme.asia/wp-content/uploads/2026/05/080958299c29b93f/NM-IN-56-SHT-25-DEC-29399-BEIGE(0).webp,https://newme.asia/product/beige-cinched-waist-plaid-shirt-4,product_images/164.jpg,SHT,"{""casual everyday wear"": 0.2736, ""party outfit"": 0.1604, ""wedding guest outfit"": 0.0094, ""office wear"": 0.3868, ""date night outfit"": 0.1604, ""beach vacation outfit"": 0.0094}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
166,Wine Fitted Tie-Up Shirt,₹1599,https://assets.newme.asia/wp-content/uploads/2026/05/08095844875a5878/NM-IN-56-SHT-25-DEC-28134-WINE(0).webp,https://newme.asia/product/wine-fitted-tie-up-shirt-2,product_images/165.jpg,SHT,"{""casual everyday wear"": 0.2736, ""party outfit"": 0.1604, ""wedding guest outfit"": 0.0094, ""office wear"": 0.3868, ""date night outfit"": 0.1604, ""beach vacation outfit"": 0.0094}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
167,Light Yellow Striped Oversized Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2025/09/29113635e6443665/NM-PRC-309-SHT-25-SEP-25067-LIGHTYELLOW(1).webp,https://newme.asia/product/light-yellow-striped-oversized-shirt,product_images/166.jpg,SHT,"{""casual everyday wear"": 0.4338, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.3015, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.3235, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.0294}","{""very formal outfit"": 0.2019, ""semi formal outfit"": 0.3596, ""casual informal outfit"": 0.4385}"
168,White Lace Band Collar Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2026/03/1111232626dacd14/NM-PRC-339-SHT-26-FEB-31283-WHITE(1).webp,https://newme.asia/product/white-lace-band-collar-shirt,product_images/167.jpg,SHT,"{""casual everyday wear"": 0.2736, ""party outfit"": 0.1604, ""wedding guest outfit"": 0.0094, ""office wear"": 0.3868, ""date night outfit"": 0.1604, ""beach vacation outfit"": 0.0094}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.2645, ""semi formal outfit"": 0.4711, ""casual informal outfit"": 0.2645}"
169,Blue Pinstripe Fitted Button Down Shirt,₹679,https://assets.newme.asia/wp-content/uploads/2025/09/2911371956c6a0a3/NM-PRC-374-SHT-25-SEP-25079-BLUE(1).webp,https://newme.asia/product/blue-pinstripe-fitted-button-down-shirt,product_images/168.jpg,SHT,"{""casual everyday wear"": 0.1559, ""party outfit"": 0.0914, ""wedding guest outfit"": 0.0054, ""office wear"": 0.6505, ""date night outfit"": 0.0914, ""beach vacation outfit"": 0.0054}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.4795, ""semi formal outfit"": 0.3333, ""casual informal outfit"": 0.1871}"
170,White Solid Fitted Buttoned Shirt,₹1069,https://assets.newme.asia/wp-content/uploads/2026/03/311441430d7d8475/NM-PRC-448-SHT-26-MAR-32359-WHITE(1).webp,https://newme.asia/product/white-solid-fitted-buttoned-shirt-2,product_images/169.jpg,SHT,"{""casual everyday wear"": 0.2132, ""party outfit"": 0.125, ""wedding guest outfit"": 0.0074, ""office wear"": 0.5221, ""date night outfit"": 0.125, ""beach vacation outfit"": 0.0074}","{""subtle and understated outfit"": 0.9348, ""bold and loud statement outfit"": 0.0652}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1988, ""semi formal outfit"": 0.6025, ""casual informal outfit"": 0.1988}"
