prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
something for a semi-formal office party with a surprise dress code reveal,party,semi-formal,no_constraint,soft,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal outdoor party in the mountains, cool air and incredible scenery",party,semi-formal,no_constraint,bright,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal dark dinner party, very adult and somewhat mysterious",party,semi-formal,no_constraint,dark,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
something for a semi-formal party on a terrace that overlooks the sea,party,semi-formal,no_constraint,neutral,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"formal winter wedding in a gothic church, the architecture is dramatic and I want to match",wedding,formal,understated,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"spring formal wedding in a glasshouse, everything is light and botanical",wedding,formal,understated,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"formal black tie wedding at a luxury hotel, classic and timeless, not trying too hard",wedding,formal,understated,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"formal wedding in Japan as a foreign guest, want to be respectful and beautiful",wedding,formal,understated,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold formal wedding look, the couple told guests to go all out and I took it seriously",wedding,formal,bold,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"maximalist formal wedding guest look, the venue is grand and I want to be too",wedding,formal,bold,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",heldout,original
"velvet and drama for a formal winter wedding, I want to feel like a character",wedding,formal,bold,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
statement jumpsuits for a formal wedding guest who refuses to wear a dress ever,wedding,formal,bold,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal outdoor wedding where comfort matters as much as looking good,wedding,formal,no_constraint,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"formal summer wedding, the theme is garden party but the dress code is black tie",wedding,formal,no_constraint,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
formal wedding where I genuinely want to look like the best dressed guest,wedding,formal,no_constraint,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
"formal evening wedding reception, ceremony is over and the real night begins",wedding,formal,no_constraint,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal wedding at a surf club, the vibe is breezy and the crowd is relaxed",wedding,semi-formal,understated,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
semi-formal spring wedding where all the colours are pastels and I want to blend beautifully,wedding,semi-formal,understated,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal autumn wedding at a pub with a garden, rustic and warm",wedding,semi-formal,understated,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
semi-formal wedding where the couple is very minimalist and I want to respect that,wedding,semi-formal,understated,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold floral midi for a semi-formal garden wedding, I want to be part of the landscape",wedding,semi-formal,bold,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bold bright semi-formal wedding look that celebrates the day not just attends it,wedding,semi-formal,bold,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
something with drama for a semi-formal wedding in a candlelit venue,wedding,semi-formal,bold,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"semi-formal wedding look with a fashion-forward edge, the couple met at a runway show",wedding,semi-formal,bold,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal morning wedding followed by a long afternoon, need to last all day",wedding,semi-formal,no_constraint,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
semi-formal outdoor wedding where the photos will be in golden sunlight,wedding,semi-formal,no_constraint,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
semi-formal wedding where the venue is a gallery and the guests are all creative,wedding,semi-formal,no_constraint,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"semi-formal countryside wedding, the fields are green and everything is pastoral",wedding,semi-formal,no_constraint,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"casual wedding on a narrowboat, limited space and no heels possible",wedding,casual,understated,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
"casual daytime wedding celebration in a beach town, everything is light and salty",wedding,casual,understated,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"casual urban wedding in a cool warehouse space, the dress code is come as you are",wedding,casual,understated,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"casual ceremony in a garden followed by a picnic reception, completely relaxed",wedding,casual,understated,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold casual wedding look because the couple said wear something that makes you happy,wedding,casual,bold,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bright bold casual wedding look, I want to celebrate loudly and visually",wedding,casual,bold,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"casual wedding with a dark aesthetic, the couple loves the dramatic and so do I",wedding,casual,bold,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
statement casual look for a very informal wedding that still deserves an outfit,wedding,casual,bold,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"casual destination wedding on a Greek island, loose and luminous",wedding,casual,no_constraint,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
casual outdoor wedding where the vibes are free and the dress code is joy,wedding,casual,no_constraint,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
casual wedding in an unconventional venue like a skatepark or brewery,wedding,casual,no_constraint,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"casual intimate wedding with twelve guests, relaxed but the photos will last forever",wedding,casual,no_constraint,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",heldout,original
formal wedding for royalty adjacent guests where the photos will be historical documents,wedding,formal,understated,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"formal summer wedding on the Amalfi Coast, the backdrop is extraordinary",wedding,formal,understated,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"formal church wedding followed by a castle reception, the whole thing is cinematic",wedding,formal,understated,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
formal wedding where I've been told the guest list is extremely well dressed,wedding,formal,understated,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"dramatic floral formal wedding look, I want to look like a garden in a good way",wedding,formal,bold,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bold coral or amber formal wedding look, warm and celebratory",wedding,formal,bold,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"velvet deep formal wedding look, the venue is a manor house and the season is winter",wedding,formal,bold,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
bold tailored formal wedding look for a guest who would rather trousers than a dress,wedding,formal,bold,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal wedding look that works for both the outdoor ceremony and the indoor party,wedding,formal,no_constraint,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"formal tropical wedding, the heat is real and I still need to look incredible",wedding,formal,no_constraint,bright,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
formal dark look for an evening wedding that starts at 7pm and ends at midnight,wedding,formal,no_constraint,dark,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
formal wedding look for someone who is slightly obsessed with dressing well and this is their moment,wedding,formal,no_constraint,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal wedding in a converted barn, the hay bales are everywhere but the people are chic",wedding,semi-formal,understated,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal spring wedding with a colour palette set by the bride, I'm working within it",wedding,semi-formal,understated,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",heldout,original
"semi-formal rainy day wedding, I need a contingency look that still photographs",wedding,semi-formal,understated,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
semi-formal wedding abroad in a country with a different dressing culture,wedding,semi-formal,understated,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold semi-formal wedding look that the couple specifically encouraged,wedding,semi-formal,bold,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright bold semi-formal wedding guest look that celebrates life loudly,wedding,semi-formal,bold,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
semi-formal gothic wedding where guests were told to dress accordingly,wedding,semi-formal,bold,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
semi-formal wedding with a creative dress code that requires actual thought,wedding,semi-formal,bold,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal outdoor morning wedding that goes all the way to an evening dinner,wedding,semi-formal,no_constraint,soft,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal wedding where I'm a guest and also doing a reading, dual role",wedding,semi-formal,no_constraint,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",heldout,original
semi-formal winter wedding where the venue has incredible architecture,wedding,semi-formal,no_constraint,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
semi-formal wedding where the dress code is cocktail but the venue is very grand,wedding,semi-formal,no_constraint,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
formal office look for a day I'm shadowing the CEO and need to look the part,office,formal,understated,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
formal work look for a day I'm being introduced to a new team and first impressions matter,office,formal,understated,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
something to wear for a formal board presentation where I'm the youngest in the room,office,formal,understated,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"formal office look that reads quietly expensive, not flashy just right",office,formal,understated,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",heldout,original
powerful formal office look that says I'm here and I have opinions,office,formal,bold,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright formal work look for a day I need to bring maximum energy,office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
bold dark formal office look for a day I need to feel untouchable,office,formal,bold,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
formal office look with a bold accessory that elevates a neutral base,office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal workwear for a very conservative industry where dress code is unspoken but strict,office,formal,no_constraint,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
something for a formal work event abroad where I need to represent myself well,office,formal,no_constraint,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
formal office look that's creative enough for my industry and professional enough for clients,office,formal,no_constraint,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
formal work look that I've worn a version of every day for two years and still love,office,formal,no_constraint,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal work look for a day I have an external speaker coming in,office,semi-formal,understated,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
smart casual office look for an open plan office where everyone can see what I'm wearing,office,semi-formal,understated,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
semi-formal dark work look for a Monday when I need armour,office,semi-formal,understated,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
business casual look for a co-working space where the vibe is creative but grown up,office,semi-formal,understated,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal office look that says I care about style but I'm also very good at my job,office,semi-formal,bold,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright semi-formal office look for a day I'm hosting a workshop and need presence,office,semi-formal,bold,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal dark office look with something unexpected, a detail that people notice",office,semi-formal,bold,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
bold semi-formal office look that makes me feel like a person not just an employee,office,semi-formal,bold,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal work look I can walk to the office in and not look like I commuted,office,semi-formal,no_constraint,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",heldout,original
smart casual work look for a startup where the dress code is genuinely whatever,office,semi-formal,no_constraint,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",heldout,original
semi-formal office look that can go from a team lunch to an evening event,office,semi-formal,no_constraint,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
business casual look for a job I like but where I still want to express myself,office,semi-formal,no_constraint,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"casual wfh look for a week of deep work, no calls, just me and my tasks",office,casual,understated,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
casual bright work day look for a creative studio where the energy is playful,office,casual,understated,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
casual dark work look for a tech company that has no dress code and judges nothing,office,casual,understated,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
casual Friday look that's still sharper than jeans and a hoodie,office,casual,understated,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
casual office look with a bold piece that makes the day feel less routine,office,casual,bold,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bright and bold casual work look, I'm in a creative role and I dress the part",office,casual,bold,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
bold dark casual office look for someone who takes their personal brand seriously even at work,office,casual,bold,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"casual office bold look, I want my outfit to spark a conversation today",office,casual,bold,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"casual work day with absolutely no dress code, help",office,casual,no_constraint,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
casual work look for a day that starts with coffee and ends with happy hour,office,casual,no_constraint,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"casual dark work look, comfortable and interesting, I work in a place that appreciates it",office,casual,no_constraint,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
"relaxed work day look, it's just me in the office today and I'm dressing for myself",office,casual,no_constraint,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
formal office look that makes me feel like the main character of my own career,office,formal,understated,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"formal work look for a high stakes pitch day, I want the clothes to do some of the work",office,formal,understated,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
formal office look for a day I'm meeting a client I've only ever seen on screen,office,formal,understated,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
formal workwear for a day that will be long and I need to look good at 8am and 8pm,office,formal,understated,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold formal office look for a day I want to feel powerful,office,formal,bold,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bright bold formal work look, the office is grey and I refuse to match it",office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
bold dark formal office look for a Monday when I need to remind people I'm serious,office,formal,bold,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"formal office look with one bold element, everything else is quiet",office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal work look for an industry I've just entered and I'm learning the dress code by watching,office,formal,no_constraint,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
formal office look for a company with a strict dress code I actually like following,office,formal,no_constraint,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",heldout,original
formal dark office look with a personal touch that makes it mine,office,formal,no_constraint,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
formal neutral office look for the day I'm being evaluated and I need everything to be right,office,formal,no_constraint,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal office look for a day I'm being interviewed for an internal promotion,office,semi-formal,understated,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
smart casual office look for a day I have a really important one to one,office,semi-formal,understated,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
semi-formal dark work look for a team that dresses well and expects the same from me,office,semi-formal,understated,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
business casual look for an office with an unspoken style hierarchy I'm climbing,office,semi-formal,understated,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal bold soft office look, I bring colour to a very beige workplace",office,semi-formal,bold,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright semi-formal office look for a day I need to change the energy in the room,office,semi-formal,bold,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
bold dark semi-formal work look that makes me feel like someone to be reckoned with,office,semi-formal,bold,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
semi-formal neutral office look with a bold piece that does all the talking,office,semi-formal,bold,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal work look for a company that says dress code is smart casual but means something different to everyone,office,semi-formal,no_constraint,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
smart casual office look for a day I'll be on my feet all day managing an event,office,semi-formal,no_constraint,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
semi-formal dark office look for a day I work from a client's site instead of my own,office,semi-formal,no_constraint,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
business casual look for a new office where I'm still figuring out the culture,office,semi-formal,no_constraint,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
formal casual everyday look for a girl who treats her wardrobe like a personal archive,casual,formal,understated,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
bright elevated casual look for a girl who overdresses for everything and is proud of it,casual,formal,understated,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
dark formal casual look for someone whose every day outfit looks like a fashion week street style photo,casual,formal,understated,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
neutral formal casual look that has the energy of a very considered person,casual,formal,understated,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold soft formal casual look, I want to be feminine and striking simultaneously",casual,formal,bold,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bold bright formal everyday look, I dress like every outing could be documented",casual,formal,bold,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
dark bold formal everyday look for someone who genuinely dresses for themselves only,casual,formal,bold,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
"bold neutral formal everyday outfit, interesting silhouette quiet palette",casual,formal,bold,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"formal everyday look with no constraints, I just want to feel extraordinary on a normal day",casual,formal,no_constraint,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"elevated casual look that's bright and free, dressing with intention and joy",casual,formal,no_constraint,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
dark elevated casual look that has editorial energy for a completely regular Tuesday,casual,formal,no_constraint,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
neutral elevated casual look that makes me feel like I have my whole life together,casual,formal,no_constraint,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
soft semi-formal casual look for a market visit followed by a nice lunch,casual,semi-formal,understated,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"bright semi-formal casual look for a cultural day out, museum then dinner",casual,semi-formal,understated,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
dark semi-formal look for an afternoon that might turn into an evening,casual,semi-formal,understated,dark,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
neutral smart casual look for a day that has no agenda but deserves an outfit,casual,semi-formal,understated,neutral,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold soft semi-formal everyday look, romantic and intentional for a weekday",casual,semi-formal,bold,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bold bright semi-formal casual look, I dress like the best thing that ever happened",casual,semi-formal,bold,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"bold dark semi-formal everyday look, I want to look like I curated myself",casual,semi-formal,bold,dark,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral semi-formal casual look, quiet statement energy",casual,semi-formal,bold,neutral,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"soft semi-formal casual look with total freedom, just want to feel lovely",casual,semi-formal,no_constraint,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
bright semi-formal casual look for a day I want to feel alive in my clothes,casual,semi-formal,no_constraint,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
